HospitalName,ServiceKey,AverageWaitingTime_Speciality_Priority_Institution,MonthPortuguese,Year,NumberOfPeople
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",28,170,,2024,78
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",30,22,,2024,0
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",30,32,,2024,11
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",30,0,,2024,29
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",30,241,,2024,736
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",40,21.666666666666668,,2024,0
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",41,45,,2024,1
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",41,0,,2024,6
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",41,218,,2024,20
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",42,0,,2024,2
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",42,47,,2024,7
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",42,0,,2024,15
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",42,169,,2024,246
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",44,36,,2024,1
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",44,0,,2024,12
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",44,37,,2024,28
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",44,254,,2024,517
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",46,0,,2024,1
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",46,0,,2024,2
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",46,249,,2024,66
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",47,60,,2024,0
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",47,0,,2024,1
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",47,0,,2024,77
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",48,55,,2024,5
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",48,0,,2024,12
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",48,424,,2024,371
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",49,18,,2024,0
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",49,26,,2024,1
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",49,12,,2024,7
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",50,21,,2024,0
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",50,0,,2024,8
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",50,31,,2024,13
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",55,0,,2024,14
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",56,29,,2024,1
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",56,33,,2024,3
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",56,0,,2024,5
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",56,77,,2024,72
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",64,70,,2024,1
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",64,0,,2024,173
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",64,548,,2024,1330
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",92,13,,2024,0
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",92,24,,2024,14
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",92,0,,2024,39
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",92,56,,2024,288
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",93,0,,2024,14
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",94,29,,2024,1
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",94,33,,2024,3
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",94,0,,2024,5
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",94,77,,2024,72
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",98,24,,2024,3
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",98,0,,2024,8
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",98,48,,2024,9
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",98,194,,2024,875
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",99,79,,2024,14
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",99,0,,2024,261
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",99,193,,2024,272
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",100,10,,2024,0
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",100,0,,2024,41
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",100,47,,2024,52
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",100,205,,2024,1569
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",101,39,,2024,4
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",101,0,,2024,74
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",101,195,,2024,609
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",102,18,,2024,0
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",102,69,,2024,92
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",102,0,,2024,123
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",102,462,,2024,516
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",103,0,,2024,1
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",103,0,,2024,2
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",103,249,,2024,66
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",105,22.5,,2024,1
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",105,0,,2024,3
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",105,0,,2024,9
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",106,0,,2024,2
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",106,47,,2024,7
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",106,0,,2024,15
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",106,169,,2024,246
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",107,109,,2024,19
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",107,76,,2024,25
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",107,0,,2024,68
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",107,207,,2024,597
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",108,18,,2024,0
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",108,26,,2024,1
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",108,12,,2024,7
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",126,0,,2024,8
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",126,26,,2024,23
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",126,144,,2024,91
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",126,259,,2024,622
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",127,0,,2024,18
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",127,56,,2024,20
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",127,134,,2024,197
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",128,104,,2024,0
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",128,0,,2024,17
"Hospital São Pedro de Vila Real (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)",128,548,,2024,459
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),1,51,,2024,2
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),1,139,,2024,40
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),1,0,,2024,45
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),2,0,,2024,2
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),9,21.5,,2024,3
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),9,79,,2024,7
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),17,46,,2024,0
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),17,0,,2024,5
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),17,230,,2024,254
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),18,0,,2024,3
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),18,181,,2024,11
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),19,0,,2024,1
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),19,46,,2024,9
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),26,71.66666666666667,,2024,0
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),26,0,,2024,4
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),92,0,,2024,2
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),100,46,,2024,0
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),100,0,,2024,5
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),100,230,,2024,254
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),102,21.5,,2024,3
Hospital São Pedro Gonçalves Telmo - Peniche (Centro Hospitalar do Oeste),102,79,,2024,7
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",1,13,,2024,0
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",1,0,,2024,1
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",1,41,,2024,4
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",1,99,,2024,82
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",2,0,,2024,14
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",2,25,,2024,26
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",2,60,,2024,843
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",5,0,,2024,2
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",5,35,,2024,7
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",5,105,,2024,289
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",7,0,,2024,18
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",7,54,,2024,60
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",7,206,,2024,884
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",8,7,,2024,0
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",8,7.5,,2024,3
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",9,18,,2024,1
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",9,0,,2024,5
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",9,51,,2024,23
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",9,129,,2024,186
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",13,14,,2024,0
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",13,45,,2024,7
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",13,0,,2024,87
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",13,70,,2024,635
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",14,26,,2024,6
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",14,0,,2024,28
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",14,119,,2024,301
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",16,39,,2024,1
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",16,0,,2024,94
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",16,118,,2024,3794
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",17,19,,2024,1
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",17,35,,2024,6
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",17,0,,2024,131
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",17,134,,2024,1558
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",18,30,,2024,5
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",18,0,,2024,27
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",18,108,,2024,252
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",19,27,,2024,0
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",19,29,,2024,6
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",19,0,,2024,12
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",19,68,,2024,80
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",20,0,,2024,1
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",20,42,,2024,5
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",20,0,,2024,9
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",20,73,,2024,220
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",23,0,,2024,1
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",23,40,,2024,2
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",23,114,,2024,106
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",26,13,,2024,6
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",26,0,,2024,9
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",26,22,,2024,22
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",30,15,,2024,0
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",30,26,,2024,3
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",30,0,,2024,10
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",30,86,,2024,349
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",37,12,,2024,0
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",38,0,,2024,2
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",38,93,,2024,109
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",41,9.333333333333334,,2024,0
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",46,27,,2024,3
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",46,57,,2024,13
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",47,16,,2024,0
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",47,0,,2024,1
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",47,64,,2024,14
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",49,7,,2024,1
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",49,14,,2024,4
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",49,0,,2024,5
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",49,32,,2024,72
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",50,42,,2024,0
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",50,0,,2024,1
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",50,107,,2024,45
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",69,94,,2024,3
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",92,0,,2024,14
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",92,25,,2024,26
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",92,60,,2024,843
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",98,0,,2024,18
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",98,54,,2024,60
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",98,206,,2024,884
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",99,39,,2024,1
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",99,0,,2024,94
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",99,118,,2024,3794
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",100,19,,2024,1
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",100,35,,2024,6
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",100,0,,2024,131
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",100,134,,2024,1558
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",101,14,,2024,0
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",101,45,,2024,7
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",101,0,,2024,87
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",101,70,,2024,635
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",102,18,,2024,1
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",102,0,,2024,5
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",102,51,,2024,23
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",102,129,,2024,186
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",103,27,,2024,3
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",103,57,,2024,13
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",108,7,,2024,1
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",108,14,,2024,4
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",108,0,,2024,5
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",108,32,,2024,72
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",126,26,,2024,6
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",126,0,,2024,28
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",126,119,,2024,301
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",127,0,,2024,1
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",127,42,,2024,5
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",127,0,,2024,9
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",127,73,,2024,220
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",128,0,,2024,1
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",128,40,,2024,2
"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)",128,114,,2024,106
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",1,54,,2024,8
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",1,0,,2024,37
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",1,119,,2024,223
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",2,19,,2024,9
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",2,29,,2024,12
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",2,0,,2024,67
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",2,122,,2024,1181
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",3,0,,2024,2
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",3,177,,2024,40
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",4,50,,2024,11
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",4,0,,2024,59
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",4,70,,2024,142
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",5,34,,2024,0
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",5,0,,2024,50
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",5,55,,2024,270
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",7,32,,2024,1
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",7,0,,2024,15
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",7,35,,2024,54
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",7,98,,2024,534
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",8,22,,2024,0
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",8,7.5,,2024,1
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",9,0,,2024,6
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",9,40,,2024,12
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",9,249,,2024,431
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",9,168,,2024,654
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",11,7,,2024,0
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",11,19,,2024,2
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",11,0,,2024,31
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",11,175,,2024,204
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",12,0,,2024,1
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",12,34,,2024,4
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",12,0,,2024,82
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",12,134,,2024,275
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",13,29,,2024,18
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",13,0,,2024,24
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",13,160,,2024,777
"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)",14,15,,2024,0
